start_neighborhood,trip_duration
Murray Hill-Kips Bay,795.0
Lower East Side,388.0
Chinatown-Two Bridges,620.0
Tribeca-Civic Center,1177.0
West Village,1607.0
East Village,475.0
Midtown-Times Square,930.0
Murray Hill-Kips Bay,205.0
Midtown South-Flatiron-Union Square,1343.0
SoHo-Little Italy-Hudson Square,269.0
Midtown-Times Square,645.0
Financial District-Battery Park City,144.0
Stuyvesant Town-Peter Cooper Village,151.0
Midtown-Times Square,1501.0
Midtown South-Flatiron-Union Square,261.0
Gramercy,875.0
SoHo-Little Italy-Hudson Square,495.0
Murray Hill-Kips Bay,436.0
Hell's Kitchen,1672.0
Midtown-Times Square,788.0
Tribeca-Civic Center,1342.0
Chelsea-Hudson Yards,1222.0
Upper West Side-Lincoln Square,240.0
SoHo-Little Italy-Hudson Square,703.0
West Village,1368.0
East Village,1396.0
Stuyvesant Town-Peter Cooper Village,789.0
Midtown-Times Square,619.0
Financial District-Battery Park City,874.0
SoHo-Little Italy-Hudson Square,653.0
Chelsea-Hudson Yards,631.0
Downtown Brooklyn-DUMBO-Boerum Hill,461.0
Midtown-Times Square,242.0
Murray Hill-Kips Bay,175.0
Midtown-Times Square,345.0
Financial District-Battery Park City,1360.0
East Village,338.0
Chelsea-Hudson Yards,125.0
Williamsburg,1358.0
Fort Greene,1010.0
Midtown South-Flatiron-Union Square,736.0
West Village,559.0
Greenwich Village,382.0
SoHo-Little Italy-Hudson Square,595.0
SoHo-Little Italy-Hudson Square,888.0
Midtown-Times Square,234.0
Williamsburg,359.0
Lower East Side,1981.0
Greenwich Village,422.0
Chelsea-Hudson Yards,568.0
Murray Hill-Kips Bay,692.0
Downtown Brooklyn-DUMBO-Boerum Hill,264.0
Gramercy,864.0
Tribeca-Civic Center,1914.0
Chinatown-Two Bridges,784.0
Fort Greene,296.0
Greenwich Village,752.0
Chelsea-Hudson Yards,650.0
SoHo-Little Italy-Hudson Square,382.0
Lower East Side,604.0
Financial District-Battery Park City,767.0
East Village,1504.0
Midtown-Times Square,592.0
Hell's Kitchen,318.0
West Village,348.0
SoHo-Little Italy-Hudson Square,1483.0
East Midtown-Turtle Bay,837.0
Downtown Brooklyn-DUMBO-Boerum Hill,929.0
Tribeca-Civic Center,1343.0
East Midtown-Turtle Bay,340.0
Midtown-Times Square,784.0
Tribeca-Civic Center,314.0
Murray Hill-Kips Bay,455.0
East Village,355.0
Financial District-Battery Park City,569.0
Midtown-Times Square,1322.0
Midtown-Times Square,392.0
Gramercy,755.0
Financial District-Battery Park City,1721.0
Midtown-Times Square,1213.0
Tribeca-Civic Center,457.0
Stuyvesant Town-Peter Cooper Village,1420.0
Chelsea-Hudson Yards,223.0
Midtown-Times Square,328.0
East Village,831.0
Midtown-Times Square,176.0
Midtown-Times Square,261.0
Murray Hill-Kips Bay,1080.0
West Village,767.0
Midtown South-Flatiron-Union Square,557.0
East Village,896.0
Midtown-Times Square,1367.0
Central Park,907.0
Chelsea-Hudson Yards,828.0
Midtown South-Flatiron-Union Square,133.0
Gramercy,349.0
Downtown Brooklyn-DUMBO-Boerum Hill,421.0
Greenwich Village,152.0
SoHo-Little Italy-Hudson Square,868.0
SoHo-Little Italy-Hudson Square,1229.0
Financial District-Battery Park City,1471.0
Hell's Kitchen,428.0
West Village,71.0
Greenwich Village,534.0
Financial District-Battery Park City,1588.0
West Village,289.0
Midtown South-Flatiron-Union Square,335.0
West Village,570.0
Greenwich Village,438.0
Lower East Side,931.0
Tribeca-Civic Center,555.0
Midtown South-Flatiron-Union Square,615.0
Williamsburg,1716.0
Midtown-Times Square,1105.0
Midtown South-Flatiron-Union Square,713.0
Midtown-Times Square,1561.0
Tribeca-Civic Center,1589.0
Chinatown-Two Bridges,849.0
Financial District-Battery Park City,587.0
Financial District-Battery Park City,658.0
Hell's Kitchen,930.0
East Midtown-Turtle Bay,657.0
Financial District-Battery Park City,690.0
Financial District-Battery Park City,695.0
East Village,1364.0
Hell's Kitchen,658.0
Hell's Kitchen,431.0
SoHo-Little Italy-Hudson Square,1709.0
East Midtown-Turtle Bay,544.0
Midtown South-Flatiron-Union Square,422.0
Midtown South-Flatiron-Union Square,1740.0
Downtown Brooklyn-DUMBO-Boerum Hill,324.0
West Village,333.0
Midtown South-Flatiron-Union Square,616.0
West Village,329.0
Hell's Kitchen,834.0
Chinatown-Two Bridges,946.0
East Village,913.0
East Village,363.0
Tribeca-Civic Center,779.0
Chelsea-Hudson Yards,1581.0
Chelsea-Hudson Yards,827.0
Murray Hill-Kips Bay,1003.0
Williamsburg,384.0
Hell's Kitchen,835.0
East Village,1422.0
Financial District-Battery Park City,2008.0
Gramercy,687.0
Financial District-Battery Park City,724.0
SoHo-Little Italy-Hudson Square,932.0
Lower East Side,894.0
Stuyvesant Town-Peter Cooper Village,298.0
Tribeca-Civic Center,1220.0
Chinatown-Two Bridges,417.0
Murray Hill-Kips Bay,428.0
Chelsea-Hudson Yards,569.0
Murray Hill-Kips Bay,646.0
East Village,414.0
Midtown South-Flatiron-Union Square,359.0
Murray Hill-Kips Bay,376.0
West Village,545.0
Downtown Brooklyn-DUMBO-Boerum Hill,995.0
Lower East Side,1489.0
Upper West Side-Lincoln Square,407.0
Chelsea-Hudson Yards,524.0
Midtown South-Flatiron-Union Square,951.0
SoHo-Little Italy-Hudson Square,870.0
Lower East Side,1166.0
Midtown South-Flatiron-Union Square,664.0
Midtown South-Flatiron-Union Square,1537.0
Greenwich Village,918.0
East Midtown-Turtle Bay,939.0
Upper West Side-Lincoln Square,1274.0
Stuyvesant Town-Peter Cooper Village,185.0
Chinatown-Two Bridges,916.0
Murray Hill-Kips Bay,261.0
East Village,504.0
Financial District-Battery Park City,773.0
SoHo-Little Italy-Hudson Square,568.0
SoHo-Little Italy-Hudson Square,741.0
Murray Hill-Kips Bay,1721.0
Midtown-Times Square,1670.0
Chelsea-Hudson Yards,685.0
Chelsea-Hudson Yards,1224.0
East Village,395.0
East Midtown-Turtle Bay,951.0
SoHo-Little Italy-Hudson Square,1207.0
Financial District-Battery Park City,725.0
Chelsea-Hudson Yards,327.0
East Village,498.0
Midtown-Times Square,844.0
Midtown-Times Square,474.0
Murray Hill-Kips Bay,894.0
Brooklyn Heights,150.0
Chelsea-Hudson Yards,1380.0
Fort Greene,488.0
Midtown-Times Square,87.0
Tribeca-Civic Center,1446.0
Financial District-Battery Park City,207.0
Midtown-Times Square,186.0
SoHo-Little Italy-Hudson Square,222.0
Midtown-Times Square,129.0
Chelsea-Hudson Yards,993.0
Tribeca-Civic Center,1858.0
East Village,1350.0
Chelsea-Hudson Yards,455.0
Midtown-Times Square,135.0
Gramercy,422.0
Chelsea-Hudson Yards,567.0
Gramercy,488.0
Murray Hill-Kips Bay,1321.0
Financial District-Battery Park City,1040.0
East Midtown-Turtle Bay,788.0
West Village,461.0
West Village,1684.0
East Midtown-Turtle Bay,1403.0
Murray Hill-Kips Bay,387.0
Williamsburg,1346.0
Tribeca-Civic Center,540.0
Downtown Brooklyn-DUMBO-Boerum Hill,737.0
East Midtown-Turtle Bay,843.0
Tribeca-Civic Center,188.0
Midtown South-Flatiron-Union Square,229.0
Hell's Kitchen,507.0
Midtown-Times Square,929.0
Chelsea-Hudson Yards,1787.0
SoHo-Little Italy-Hudson Square,136.0
Hell's Kitchen,948.0
East Village,294.0
Midtown-Times Square,1236.0
Murray Hill-Kips Bay,456.0
West Village,428.0
East Village,391.0
Midtown-Times Square,661.0
Midtown South-Flatiron-Union Square,775.0
Lower East Side,413.0
Stuyvesant Town-Peter Cooper Village,541.0
Midtown-Times Square,931.0
SoHo-Little Italy-Hudson Square,1294.0
SoHo-Little Italy-Hudson Square,248.0
East Village,868.0
Midtown-Times Square,174.0
Chelsea-Hudson Yards,739.0
Financial District-Battery Park City,2066.0
East Village,540.0
Lower East Side,1615.0
Midtown-Times Square,304.0
Clinton Hill,382.0
West Village,470.0
East Village,356.0
West Village,1492.0
Lower East Side,385.0
Murray Hill-Kips Bay,1132.0
Murray Hill-Kips Bay,574.0
Midtown South-Flatiron-Union Square,323.0
Midtown South-Flatiron-Union Square,683.0
Greenwich Village,440.0
West Village,1297.0
Midtown-Times Square,2121.0
Lower East Side,329.0
SoHo-Little Italy-Hudson Square,434.0
Downtown Brooklyn-DUMBO-Boerum Hill,1429.0
Hell's Kitchen,576.0
Chelsea-Hudson Yards,865.0
Midtown-Times Square,1521.0
Murray Hill-Kips Bay,553.0
Chelsea-Hudson Yards,62.0
Stuyvesant Town-Peter Cooper Village,571.0
Chelsea-Hudson Yards,596.0
SoHo-Little Italy-Hudson Square,208.0
Murray Hill-Kips Bay,654.0
Midtown-Times Square,526.0
Greenwich Village,923.0
Financial District-Battery Park City,1245.0
Hell's Kitchen,525.0
Midtown South-Flatiron-Union Square,587.0
Fort Greene,312.0
Midtown South-Flatiron-Union Square,774.0
East Midtown-Turtle Bay,846.0
Greenwich Village,685.0
Financial District-Battery Park City,1960.0
Midtown-Times Square,375.0
Tribeca-Civic Center,411.0
Gramercy,1050.0
Lower East Side,1176.0
Stuyvesant Town-Peter Cooper Village,401.0
Lower East Side,846.0
SoHo-Little Italy-Hudson Square,739.0
Greenwich Village,451.0
Downtown Brooklyn-DUMBO-Boerum Hill,421.0
Greenwich Village,464.0
West Village,2087.0
East Midtown-Turtle Bay,718.0
Hell's Kitchen,286.0
Murray Hill-Kips Bay,1438.0
Tribeca-Civic Center,339.0
Chelsea-Hudson Yards,1319.0
Williamsburg,1237.0
West Village,792.0
SoHo-Little Italy-Hudson Square,434.0
Chinatown-Two Bridges,152.0
Midtown-Times Square,518.0
Williamsburg,1184.0
Chelsea-Hudson Yards,187.0
Chelsea-Hudson Yards,405.0
West Village,1455.0
Williamsburg,1896.0
Financial District-Battery Park City,276.0
Midtown South-Flatiron-Union Square,284.0
Tribeca-Civic Center,578.0
Hell's Kitchen,1352.0
Clinton Hill,2092.0
Midtown-Times Square,1578.0
Greenwich Village,1656.0
Midtown-Times Square,476.0
Tribeca-Civic Center,254.0
Financial District-Battery Park City,1353.0
Downtown Brooklyn-DUMBO-Boerum Hill,1538.0
East Village,1346.0
SoHo-Little Italy-Hudson Square,569.0
Midtown South-Flatiron-Union Square,512.0
Chelsea-Hudson Yards,320.0
Murray Hill-Kips Bay,2028.0
SoHo-Little Italy-Hudson Square,463.0
East Midtown-Turtle Bay,259.0
Murray Hill-Kips Bay,659.0
Murray Hill-Kips Bay,200.0
Greenwich Village,779.0
East Village,671.0
Lower East Side,797.0
East Village,483.0
West Village,552.0
Brooklyn Heights,756.0
Greenwich Village,998.0
Hell's Kitchen,1937.0
Fort Greene,279.0
Murray Hill-Kips Bay,664.0
Financial District-Battery Park City,477.0
Downtown Brooklyn-DUMBO-Boerum Hill,1262.0
Hell's Kitchen,645.0
Lower East Side,308.0
Greenwich Village,540.0
West Village,1876.0
Lower East Side,148.0
Lower East Side,734.0
Greenwich Village,282.0
Chelsea-Hudson Yards,482.0
Midtown-Times Square,235.0
Chelsea-Hudson Yards,314.0
SoHo-Little Italy-Hudson Square,729.0
Chelsea-Hudson Yards,473.0
East Midtown-Turtle Bay,406.0
Tribeca-Civic Center,664.0
Murray Hill-Kips Bay,255.0
Greenwich Village,524.0
SoHo-Little Italy-Hudson Square,324.0
Chelsea-Hudson Yards,498.0
Chelsea-Hudson Yards,613.0
Midtown South-Flatiron-Union Square,305.0
Hell's Kitchen,1119.0
Chelsea-Hudson Yards,1008.0
Financial District-Battery Park City,658.0
Chelsea-Hudson Yards,525.0
Tribeca-Civic Center,480.0
Midtown South-Flatiron-Union Square,1349.0
Lower East Side,445.0
West Village,582.0
Downtown Brooklyn-DUMBO-Boerum Hill,838.0
Tribeca-Civic Center,477.0
Lower East Side,406.0
Lower East Side,1101.0
Tribeca-Civic Center,194.0
Hell's Kitchen,1063.0
Murray Hill-Kips Bay,371.0
Murray Hill-Kips Bay,253.0
West Village,759.0
West Village,396.0
Murray Hill-Kips Bay,1376.0
Midtown-Times Square,187.0
SoHo-Little Italy-Hudson Square,1023.0
Murray Hill-Kips Bay,615.0
Lower East Side,1732.0
East Midtown-Turtle Bay,129.0
Gramercy,374.0
East Village,1061.0
Chinatown-Two Bridges,1372.0
East Village,535.0
Chelsea-Hudson Yards,1782.0
East Midtown-Turtle Bay,894.0
Financial District-Battery Park City,757.0
West Village,162.0
Chelsea-Hudson Yards,1018.0
SoHo-Little Italy-Hudson Square,810.0
Greenwich Village,641.0
Tribeca-Civic Center,145.0
Murray Hill-Kips Bay,944.0
Lower East Side,1431.0
Chelsea-Hudson Yards,1883.0
Hell's Kitchen,1742.0
West Village,524.0
Chelsea-Hudson Yards,528.0
West Village,1495.0
Lower East Side,947.0
Murray Hill-Kips Bay,446.0
West Village,558.0
Midtown-Times Square,550.0
Chelsea-Hudson Yards,2037.0
West Village,185.0
Stuyvesant Town-Peter Cooper Village,546.0
Downtown Brooklyn-DUMBO-Boerum Hill,481.0
Financial District-Battery Park City,1236.0
Upper East Side-Lenox Hill-Roosevelt Island,1784.0
Greenwich Village,494.0
Midtown-Times Square,523.0
Gramercy,928.0
Hell's Kitchen,905.0
Murray Hill-Kips Bay,1150.0
Tribeca-Civic Center,371.0
Greenwich Village,729.0
Financial District-Battery Park City,457.0
Tribeca-Civic Center,653.0
Gramercy,1183.0
Financial District-Battery Park City,1973.0
Lower East Side,1104.0
Midtown South-Flatiron-Union Square,505.0
Financial District-Battery Park City,270.0
East Midtown-Turtle Bay,378.0
Chelsea-Hudson Yards,564.0
East Midtown-Turtle Bay,751.0
Midtown South-Flatiron-Union Square,361.0
West Village,332.0
Tribeca-Civic Center,639.0
Murray Hill-Kips Bay,713.0
Greenwich Village,1359.0
Downtown Brooklyn-DUMBO-Boerum Hill,423.0
Midtown South-Flatiron-Union Square,656.0
Midtown-Times Square,642.0
SoHo-Little Italy-Hudson Square,1157.0
Financial District-Battery Park City,799.0
East Village,316.0
Greenwich Village,634.0
Chelsea-Hudson Yards,632.0
Downtown Brooklyn-DUMBO-Boerum Hill,531.0
Upper West Side-Lincoln Square,2090.0
Fort Greene,291.0
Chelsea-Hudson Yards,161.0
Tribeca-Civic Center,587.0
Downtown Brooklyn-DUMBO-Boerum Hill,1288.0
Chelsea-Hudson Yards,451.0
Greenwich Village,411.0
Stuyvesant Town-Peter Cooper Village,695.0
East Village,1076.0
Chelsea-Hudson Yards,303.0
Greenwich Village,365.0
Stuyvesant Town-Peter Cooper Village,204.0
Murray Hill-Kips Bay,425.0
Williamsburg,877.0
West Village,1053.0
Greenwich Village,1465.0
Chelsea-Hudson Yards,487.0
Financial District-Battery Park City,770.0
Central Park,1241.0
Murray Hill-Kips Bay,1046.0
Financial District-Battery Park City,920.0
SoHo-Little Italy-Hudson Square,722.0
Lower East Side,188.0
Midtown South-Flatiron-Union Square,513.0
Chelsea-Hudson Yards,240.0
SoHo-Little Italy-Hudson Square,542.0
Downtown Brooklyn-DUMBO-Boerum Hill,474.0
West Village,743.0
Chinatown-Two Bridges,1233.0
West Village,519.0
Midtown South-Flatiron-Union Square,687.0
Murray Hill-Kips Bay,1097.0
East Midtown-Turtle Bay,840.0
East Village,900.0
Greenwich Village,865.0
Midtown-Times Square,556.0
Gramercy,751.0
Financial District-Battery Park City,491.0
Hell's Kitchen,1663.0
Murray Hill-Kips Bay,1318.0
Chelsea-Hudson Yards,1382.0
Midtown South-Flatiron-Union Square,1542.0
East Midtown-Turtle Bay,476.0
Chelsea-Hudson Yards,70.0
Murray Hill-Kips Bay,1477.0
Stuyvesant Town-Peter Cooper Village,534.0
Greenwich Village,551.0
Gramercy,197.0
East Village,823.0
Lower East Side,284.0
West Village,1148.0
Financial District-Battery Park City,1842.0
East Village,505.0
Williamsburg,1049.0
West Village,633.0
Greenwich Village,1279.0
Chelsea-Hudson Yards,813.0
Midtown South-Flatiron-Union Square,382.0
Chelsea-Hudson Yards,1697.0
Greenwich Village,659.0
Chelsea-Hudson Yards,1355.0
Downtown Brooklyn-DUMBO-Boerum Hill,758.0
Greenwich Village,294.0
Chinatown-Two Bridges,1125.0
Carroll Gardens-Cobble Hill-Gowanus-Red Hook,1980.0
Midtown-Times Square,871.0
Tribeca-Civic Center,412.0
Lower East Side,1056.0
Stuyvesant Town-Peter Cooper Village,309.0
Fort Greene,511.0
East Village,317.0
Midtown South-Flatiron-Union Square,614.0
Chelsea-Hudson Yards,211.0
West Village,1054.0
Hell's Kitchen,327.0
East Midtown-Turtle Bay,575.0
Tribeca-Civic Center,313.0
East Village,320.0
Murray Hill-Kips Bay,1962.0
Greenwich Village,283.0
Midtown-Times Square,260.0
West Village,532.0
Fort Greene,657.0
East Midtown-Turtle Bay,1171.0
Midtown-Times Square,1174.0
Midtown South-Flatiron-Union Square,378.0
Hell's Kitchen,599.0
Gramercy,559.0
SoHo-Little Italy-Hudson Square,967.0
Stuyvesant Town-Peter Cooper Village,202.0
Chinatown-Two Bridges,901.0
Hell's Kitchen,236.0
Greenwich Village,377.0
SoHo-Little Italy-Hudson Square,326.0
East Village,209.0
Chelsea-Hudson Yards,389.0
Chelsea-Hudson Yards,256.0
East Village,661.0
Murray Hill-Kips Bay,485.0
Chelsea-Hudson Yards,1098.0
Murray Hill-Kips Bay,326.0
East Midtown-Turtle Bay,577.0
Midtown South-Flatiron-Union Square,799.0
Midtown-Times Square,1052.0
Financial District-Battery Park City,764.0
Greenwich Village,686.0
SoHo-Little Italy-Hudson Square,876.0
East Village,443.0
Midtown-Times Square,416.0
Greenwich Village,476.0
East Village,768.0
West Village,837.0
Greenwich Village,962.0
Lower East Side,1128.0
West Village,535.0
Greenwich Village,1754.0
Chinatown-Two Bridges,579.0
Lower East Side,1154.0
East Village,479.0
Chelsea-Hudson Yards,349.0
Chinatown-Two Bridges,624.0
Greenwich Village,1426.0
Tribeca-Civic Center,276.0
Greenwich Village,639.0
Chelsea-Hudson Yards,1853.0
Hell's Kitchen,295.0
West Village,939.0
Tribeca-Civic Center,1535.0
Fort Greene,362.0
West Village,321.0
Murray Hill-Kips Bay,294.0
Tribeca-Civic Center,582.0
Chelsea-Hudson Yards,668.0
Chelsea-Hudson Yards,1115.0
Midtown-Times Square,371.0
East Village,1991.0
Downtown Brooklyn-DUMBO-Boerum Hill,574.0
Chelsea-Hudson Yards,1260.0
West Village,779.0
Financial District-Battery Park City,463.0
Stuyvesant Town-Peter Cooper Village,371.0
Stuyvesant Town-Peter Cooper Village,199.0
Chelsea-Hudson Yards,473.0
Murray Hill-Kips Bay,779.0
Midtown South-Flatiron-Union Square,879.0
East Village,875.0
Central Park,597.0
West Village,1590.0
West Village,381.0
Greenwich Village,2005.0
Greenwich Village,218.0
East Midtown-Turtle Bay,836.0
Financial District-Battery Park City,189.0
Downtown Brooklyn-DUMBO-Boerum Hill,106.0
Murray Hill-Kips Bay,732.0
Chelsea-Hudson Yards,414.0
Midtown South-Flatiron-Union Square,458.0
East Midtown-Turtle Bay,450.0
West Village,484.0
Tribeca-Civic Center,1103.0
Greenwich Village,947.0
Fort Greene,671.0
Chelsea-Hudson Yards,446.0
Financial District-Battery Park City,167.0
Midtown-Times Square,324.0
East Village,936.0
Lower East Side,647.0
Lower East Side,1441.0
West Village,1182.0
West Village,303.0
Chelsea-Hudson Yards,656.0
Chelsea-Hudson Yards,2145.0
Lower East Side,1574.0
Stuyvesant Town-Peter Cooper Village,1057.0
Gramercy,796.0
Stuyvesant Town-Peter Cooper Village,928.0
Fort Greene,705.0
Hell's Kitchen,357.0
Fort Greene,368.0
Tribeca-Civic Center,1936.0
Chelsea-Hudson Yards,527.0
Greenwich Village,1180.0
East Midtown-Turtle Bay,713.0
Chelsea-Hudson Yards,937.0
Lower East Side,131.0
Greenwich Village,766.0
East Midtown-Turtle Bay,574.0
Clinton Hill,232.0
Murray Hill-Kips Bay,1134.0
Hell's Kitchen,985.0
Greenwich Village,487.0
SoHo-Little Italy-Hudson Square,545.0
Murray Hill-Kips Bay,299.0
West Village,756.0
Midtown South-Flatiron-Union Square,440.0
Greenwich Village,496.0
East Midtown-Turtle Bay,676.0
East Village,757.0
East Village,834.0
Tribeca-Civic Center,230.0
West Village,1237.0
Midtown-Times Square,863.0
Chelsea-Hudson Yards,336.0
Greenwich Village,901.0
Chelsea-Hudson Yards,1266.0
West Village,981.0
Chelsea-Hudson Yards,1138.0
Hell's Kitchen,562.0
West Village,1489.0
Chelsea-Hudson Yards,1104.0
Murray Hill-Kips Bay,373.0
Lower East Side,1770.0
Upper West Side-Lincoln Square,1294.0
Hell's Kitchen,620.0
Midtown South-Flatiron-Union Square,680.0
Midtown South-Flatiron-Union Square,902.0
Midtown South-Flatiron-Union Square,1229.0
West Village,363.0
Lower East Side,558.0
Midtown-Times Square,778.0
Financial District-Battery Park City,386.0
Murray Hill-Kips Bay,1018.0
Midtown South-Flatiron-Union Square,571.0
Lower East Side,614.0
East Village,298.0
Midtown-Times Square,345.0
The Battery-Governors Island-Ellis Island-Liberty Island,1405.0
Chelsea-Hudson Yards,419.0
Stuyvesant Town-Peter Cooper Village,503.0
Chelsea-Hudson Yards,670.0
East Village,273.0
Bedford-Stuyvesant (West),451.0
West Village,522.0
Tribeca-Civic Center,629.0
Lower East Side,1556.0
Chelsea-Hudson Yards,478.0
Financial District-Battery Park City,435.0
West Village,1264.0
Greenwich Village,911.0
Chinatown-Two Bridges,988.0
Fort Greene,737.0
Chelsea-Hudson Yards,447.0
West Village,512.0
Tribeca-Civic Center,1841.0
Chinatown-Two Bridges,414.0
Financial District-Battery Park City,1041.0
Greenwich Village,600.0
Midtown-Times Square,1190.0
Chinatown-Two Bridges,809.0
Financial District-Battery Park City,649.0
Brooklyn Heights,202.0
Midtown South-Flatiron-Union Square,344.0
